,,,,,,,
,,,,,,,
,,YTD Year 00,,,,,YTD Year 01
New lauch product,Segment,Values WAP 0 LC,,,New lauch product,Segment,Values WAP 0 LC
,,,,,BRAND 4810,MARKET 18,"203,826,651"
,,,,,BRAND 4811,MARKET 08,"203,784,452"
,,,,,BRAND 4812,MARKET 55,"203,671,502"
,,,,,BRAND 4813,MARKET 03,"203,667,711"
,,,,,BRAND 4814,MARKET 133,"203,544,848"
,,,,,BRAND 4815,MARKET 01,"203,284,792"
,,,,,BRAND 4817,MARKET 53,"203,145,449"
,,,,,BRAND 4818,MARKET 93,"203,041,325"
,,,,,BRAND 4819,MARKET 15,"202,933,296"
,,,,,BRAND 4820,MARKET 55,"202,914,919"
,,,,,BRAND 4821,MARKET 30,"202,849,700"
,,,,,BRAND 4823,MARKET 23,"202,515,163"
,,,,,BRAND 4824,MARKET 15,"201,963,914"
,,,,,BRAND 4825,MARKET 32,"201,892,810"
,,,,,BRAND 4826,MARKET 103,"201,819,175"
,,,,,BRAND 4827,MARKET 15,"201,814,425"
,,,,,BRAND 4828,MARKET 244,"201,785,214"
,,,,,BRAND 4829,MARKET 11,"201,750,976"
,,,,,BRAND 4830,MARKET 89,"201,750,696"
,,,,,BRAND 4831,MARKET 23,"201,750,696"
,,,,,BRAND 4832,MARKET 119,"201,750,696"
,,,,,BRAND 4833,MARKET 11,"201,734,104"
,,,,,BRAND 4834,MARKET 16,"201,516,954"
,,,,,BRAND 4835,MARKET 72,"201,257,618"
,,,,,BRAND 4836,MARKET 23,"201,244,919"
,,,,,BRAND 4837,MARKET 55,"200,950,328"
,,,,,BRAND 4838,MARKET 11,"200,950,328"
,,,,,BRAND 4839,MARKET 102,"102,302,438"
,,,,,BRAND 4840,MARKET 08,"98,629,653"
,,,,,BRAND 4841,MARKET 11,"200,915,392"
,,,,,BRAND 4842,MARKET 09,"200,855,912"
,,,,,BRAND 4843,MARKET 11,"200,831,610"
,,,,,BRAND 4844,MARKET 31,"200,427,004"
,,,,,BRAND 4845,MARKET 32,"200,402,197"
,,,,,BRAND 4846,MARKET 17,"200,362,733"
,,,,,BRAND 4847,MARKET 08,"200,344,617"
,,,,,BRAND 4848,MARKET 13,"200,312,559"
,,,,,BRAND 4849,MARKET 13,"200,242,728"
,,,,,BRAND 4850,MARKET 35,"200,191,932"
,,,,,BRAND 4851,MARKET 16,"200,069,889"
,,,,,BRAND 4852,MARKET 35,"199,842,192"
,,,,,BRAND 4853,MARKET 03,"199,693,163"
,,,,,BRAND 4854,MARKET 165,"199,629,996"
,,,,,BRAND 4855,MARKET 15,"199,619,251"
,,,,,BRAND 4856,MARKET 15,"199,612,380"
,,,,,BRAND 4857,MARKET 62,"199,591,088"
,,,,,BRAND 4858,MARKET 03,"199,527,105"
,,,,,BRAND 4859,MARKET 88,"199,339,363"
,,,,,BRAND 4860,MARKET 48,"199,322,576"
,,,,,BRAND 4861,MARKET 75,"199,148,366"
,,,,,BRAND 4862,MARKET 15,"199,098,270"
,,,,,BRAND 4863,MARKET 09,"198,906,906"
,,,,,BRAND 4864,MARKET 88,"198,854,819"
,,,,,BRAND 4865,MARKET 03,"198,829,739"
,,,,,BRAND 4866,MARKET 23,"198,766,109"
,,,,,BRAND 4867,MARKET 10,"198,706,144"
,,,,,BRAND 4868,MARKET 100,"198,636,426"
,,,,,BRAND 4869,MARKET 55,"198,584,654"
,,,,,BRAND 4870,MARKET 13,"198,149,350"
,,,,,BRAND 4871,MARKET 17,"198,002,562"
,,,,,BRAND 4872,MARKET 17,"197,753,136"
,,,,,BRAND 4873,MARKET 15,"197,746,770"
,,,,,BRAND 4874,MARKET 13,"197,637,197"
,,,,,BRAND 4875,MARKET 15,"197,609,537"
,,,,,BRAND 4876,MARKET 31,"197,535,865"
,,,,,BRAND 4877,MARKET 08,"197,512,794"
,,,,,BRAND 4878,MARKET 33,"197,459,880"
,,,,,BRAND 4879,MARKET 32,"197,377,613"
,,,,,BRAND 4880,MARKET 17,"197,368,579"
,,,,,BRAND 4881,MARKET 53,"197,357,724"
,,,,,BRAND 4882,MARKET 23,"197,306,189"
,,,,,BRAND 4883,MARKET 156,"197,274,912"
,,,,,BRAND 4884,MARKET 03,"197,216,775"
,,,,,BRAND 4885,MARKET 27,"197,133,224"
,,,,,BRAND 4886,MARKET 31,"197,116,567"
,,,,,BRAND 4887,MARKET 35,"197,105,944"
,,,,,BRAND 4888,MARKET 10,"196,981,958"
,,,,,BRAND 4889,MARKET 24,"196,931,321"
,,,,,BRAND 4890,MARKET 42,"196,894,298"
,,,,,BRAND 4891,MARKET 23,"196,759,767"
,,,,,BRAND 4892,MARKET 52,"196,605,546"
,,,,,BRAND 4893,MARKET 103,"196,552,046"
,,,,,BRAND 4894,MARKET 48,"196,536,868"
,,,,,BRAND 4895,MARKET 17,"196,502,109"
,,,,,BRAND 4896,MARKET 72,"196,393,571"
,,,,,BRAND 4897,MARKET 09,"196,279,200"
,,,,,BRAND 4898,MARKET 03,"196,212,960"
,,,,,BRAND 4899,MARKET 03,"196,127,059"
,,,,,BRAND 4900,MARKET 40,"195,873,739"
,,,,,BRAND 4901,MARKET 11,"195,731,676"
,,,,,BRAND 4902,MARKET 13,"195,698,832"
,,,,,BRAND 4903,MARKET 75,"195,625,454"
,,,,,BRAND 4904,MARKET 42,"195,517,907"
,,,,,BRAND 4905,MARKET 17,"195,475,988"
,,,,,BRAND 4906,MARKET 35,"195,422,013"
,,,,,BRAND 4907,MARKET 23,"195,302,686"
,,,,,BRAND 4908,MARKET 33,"195,226,841"
,,,,,BRAND 4909,MARKET 30,"195,000,004"
,,,,,BRAND 4910,MARKET 42,"194,919,754"
,,,,,BRAND 4911,MARKET 10,"194,907,838"
,,,,,BRAND 4912,MARKET 27,"194,904,754"
,,,,,BRAND 4913,MARKET 11,"194,901,104"
,,,,,BRAND 4914,MARKET 35,"194,419,419"
,,,,,BRAND 4915,MARKET 101,"194,335,873"
,,,,,BRAND 4916,MARKET 23,"194,308,130"
,,,,,BRAND 4917,MARKET 08,"193,901,540"
,,,,,BRAND 4918,MARKET 74,"193,826,203"
,,,,,BRAND 4919,MARKET 73,"193,762,523"
,,,,,BRAND 4920,MARKET 15,"193,680,668"
,,,,,BRAND 4921,MARKET 101,"193,569,655"
,,,,,BRAND 4922,MARKET 09,"193,490,208"
,,,,,BRAND 4923,MARKET 15,"193,467,177"
,,,,,BRAND 4924,MARKET 89,"193,457,127"
,,,,,BRAND 4925,MARKET 23,"193,435,898"
,,,,,BRAND 4926,MARKET 32,"193,419,044"
,,,,,BRAND 4927,MARKET 11,"193,410,454"
,,,,,BRAND 4928,MARKET 33,"193,222,179"
,,,,,BRAND 4929,MARKET 33,"193,193,100"
,,,,,BRAND 4930,MARKET 26,"193,069,340"
,,,,,BRAND 4931,MARKET 18,"193,050,532"
,,,,,BRAND 4932,MARKET 31,"193,042,223"
,,,,,BRAND 4933,MARKET 09,"193,036,166"
,,,,,BRAND 4934,MARKET 13,"193,000,185"
,,,,,BRAND 4935,MARKET 15,"192,973,295"
,,,,,BRAND 4936,MARKET 18,"192,923,338"
,,,,,BRAND 4937,MARKET 23,"192,848,985"
,,,,,BRAND 4938,MARKET 11,"192,508,704"
,,,,,BRAND 4939,MARKET 74,"192,474,756"
,,,,,BRAND 4940,MARKET 101,"192,401,887"
,,,,,BRAND 4941,MARKET 11,"192,353,616"
,,,,,BRAND 4942,MARKET 89,"192,350,953"
,,,,,BRAND 4943,MARKET 13,"192,265,851"
,,,,,BRAND 4944,MARKET 133,"192,036,962"
,,,,,BRAND 4945,MARKET 11,"191,990,113"
,,,,,BRAND 4946,MARKET 08,"191,975,034"
,,,,,BRAND 4947,MARKET 62,"191,886,730"
,,,,,BRAND 4948,MARKET 49,"191,879,527"
,,,,,BRAND 4949,MARKET 31,"191,876,219"
,,,,,BRAND 4950,MARKET 23,"191,655,660"
,,,,,BRAND 4951,MARKET 11,"191,613,418"
,,,,,BRAND 4952,MARKET 30,"191,545,230"
,,,,,BRAND 4953,MARKET 11,"191,498,976"
,,,,,BRAND 4954,MARKET 10,"191,449,952"
,,,,,BRAND 4955,MARKET 09,"191,444,760"
,,,,,BRAND 4956,MARKET 74,"191,359,597"
,,,,,BRAND 4957,MARKET 08,"191,332,906"
,,,,,BRAND 4958,MARKET 11,"191,297,700"
,,,,,BRAND 4959,MARKET 123,"191,027,009"
,,,,,BRAND 4960,MARKET 10,"190,899,534"
,,,,,BRAND 4961,MARKET 34,"190,770,151"
,,,,,BRAND 4962,MARKET 09,"190,167,012"
,,,,,BRAND 4963,MARKET 13,"190,138,500"
,,,,,BRAND 4964,MARKET 103,"190,059,299"
,,,,,BRAND 4965,MARKET 13,"190,050,840"
,,,,,BRAND 4966,MARKET 90,"189,856,018"
,,,,,BRAND 4968,MARKET 10,"189,589,179"
,,,,,BRAND 4969,MARKET 08,"189,484,546"
,,,,,BRAND 4970,MARKET 42,"189,421,786"
,,,,,BRAND 4971,MARKET 70,"189,316,855"
,,,,,BRAND 4972,MARKET 27,"189,243,615"
,,,,,BRAND 4973,MARKET 01,"189,190,550"
,,,,,BRAND 4974,MARKET 27,"189,187,150"
,,,,,BRAND 4975,MARKET 03,"189,172,170"
,,,,,BRAND 4976,MARKET 42,"188,832,990"
,,,,,BRAND 4977,MARKET 23,"188,808,395"
,,,,,BRAND 4978,MARKET 73,"188,788,782"
,,,,,BRAND 4979,MARKET 11,"188,735,651"
,,,,,BRAND 4980,MARKET 08,"188,720,317"
,,,,,BRAND 4981,MARKET 13,"188,667,815"
,,,,,BRAND 4982,MARKET 23,"188,526,015"
,,,,,BRAND 4983,MARKET 10,"188,442,870"
,,,,,BRAND 4984,MARKET 156,"188,264,203"
,,,,,BRAND 4985,MARKET 08,"188,152,665"
,,,,,BRAND 4986,MARKET 27,"188,144,050"
,,,,,BRAND 4987,MARKET 155,"188,127,013"
,,,,,BRAND 4988,MARKET 32,"188,029,454"
,,,,,BRAND 4989,MARKET 23,"187,960,426"
,,,,,BRAND 4990,MARKET 88,"187,911,014"
,,,,,BRAND 4991,MARKET 198,"187,869,279"
,,,,,BRAND 4992,MARKET 17,"187,855,784"
,,,,,BRAND 4993,MARKET 17,"187,819,080"
,,,,,BRAND 4994,MARKET 60,"187,673,576"
,,,,,BRAND 4995,MARKET 08,"187,627,068"
,,,,,BRAND 4996,MARKET 156,"187,599,256"
,,,,,BRAND 4997,MARKET 165,"187,518,258"
,,,,,BRAND 4998,MARKET 75,"187,405,129"
,,,,,BRAND 4999,MARKET 55,"187,180,197"
,,,,,BRAND 5000,MARKET 11,"186,869,279"
,,,,,BRAND 5001,MARKET 127,"186,743,716"
,,,,,BRAND 5002,MARKET 35,"186,687,157"
,,,,,BRAND 5003,MARKET 31,"186,640,103"
,,,,,BRAND 5004,MARKET 27,"186,586,400"
,,,,,BRAND 5005,MARKET 43,"186,550,490"
,,,,,BRAND 5006,MARKET 11,"186,311,253"
,,,,,BRAND 5007,MARKET 23,"186,258,056"
,,,,,BRAND 5008,MARKET 53,"186,236,679"
,,,,,BRAND 5009,MARKET 55,"186,212,091"
,,,,,BRAND 5010,MARKET 09,"186,198,694"
,,,,,BRAND 5011,MARKET 11,"185,980,916"
,,,,,BRAND 5012,MARKET 39,"185,838,351"
,,,,,BRAND 5013,MARKET 53,"185,826,648"
,,,,,BRAND 5014,MARKET 53,"185,484,897"
,,,,,BRAND 5015,MARKET 03,"185,362,749"
,,,,,BRAND 5016,MARKET 33,"185,329,267"
,,,,,BRAND 5017,MARKET 31,"185,272,826"
,,,,,BRAND 5018,MARKET 15,"185,170,492"
,,,,,BRAND 5019,MARKET 15,"185,160,010"
,,,,,BRAND 5020,MARKET 04,"185,111,408"
,,,,,BRAND 5021,MARKET 115,"185,036,764"
,,,,,BRAND 5022,MARKET 119,"185,031,515"
,,,,,BRAND 5023,MARKET 13,"184,992,062"
,,,,,BRAND 5024,MARKET 13,"184,968,728"
,,,,,BRAND 5025,MARKET 32,"184,722,408"
,,,,,BRAND 5026,MARKET 23,"184,669,264"
,,,,,BRAND 5027,MARKET 26,"184,625,800"
,,,,,BRAND 5028,MARKET 08,"184,517,764"
,,,,,BRAND 5029,MARKET 52,"184,344,031"
,,,,,BRAND 5030,MARKET 57,"184,196,753"
,,,,,BRAND 5031,MARKET 13,"184,164,772"
,,,,,BRAND 5032,MARKET 75,"184,030,475"
,,,,,BRAND 5033,MARKET 31,"183,784,598"
,,,,,BRAND 5034,MARKET 96,"183,755,856"
,,,,,BRAND 5035,MARKET 32,"183,614,271"
,,,,,BRAND 5036,MARKET 48,"183,508,760"
,,,,,BRAND 5037,MARKET 08,"183,346,555"
,,,,,BRAND 5038,MARKET 53,"183,332,175"
,,,,,BRAND 5039,MARKET 48,"183,230,502"
,,,,,BRAND 5040,MARKET 15,"183,144,302"
,,,,,BRAND 5041,MARKET 33,"183,064,420"
,,,,,BRAND 5042,MARKET 174,"183,014,375"
,,,,,BRAND 5043,MARKET 09,"182,997,360"
,,,,,BRAND 5044,MARKET 11,"182,767,599"
,,,,,BRAND 5045,MARKET 115,"182,756,209"
,,,,,BRAND 5046,MARKET 13,"182,721,096"
,,,,,BRAND 5047,MARKET 09,"182,663,150"
,,,,,BRAND 5048,MARKET 72,"182,571,152"
,,,,,BRAND 5049,MARKET 09,"182,562,591"
,,,,,BRAND 5050,MARKET 09,"182,468,341"
,,,,,BRAND 5051,MARKET 31,"182,331,288"
,,,,,BRAND 5052,MARKET 17,"182,102,092"
,,,,,BRAND 5053,MARKET 55,"181,831,243"
,,,,,BRAND 5054,MARKET 13,"181,813,178"
,,,,,BRAND 5055,MARKET 11,"181,714,712"
,,,,,BRAND 5056,MARKET 98,"181,701,292"
,,,,,BRAND 5057,MARKET 156,"181,678,497"
,,,,,BRAND 5058,MARKET 10,"181,600,705"
,,,,,BRAND 5059,MARKET 88,"181,491,484"
,,,,,BRAND 5060,MARKET 102,"181,393,775"
,,,,,BRAND 5061,MARKET 46,"181,351,984"
,,,,,BRAND 5062,MARKET 55,"181,319,310"
,,,,,BRAND 5063,MARKET 102,"181,240,762"
,,,,,BRAND 5064,MARKET 31,"181,202,625"
,,,,,BRAND 5065,MARKET 72,"181,099,942"
,,,,,BRAND 5066,MARKET 62,"181,060,092"
,,,,,BRAND 5067,MARKET 17,"180,991,231"
,,,,,BRAND 5068,MARKET 11,"180,976,587"
,,,,,BRAND 5069,MARKET 31,"180,874,607"
,,,,,BRAND 5070,MARKET 18,"180,797,361"
,,,,,BRAND 5071,MARKET 70,"180,692,554"
,,,,,BRAND 5072,MARKET 09,"180,624,377"
,,,,,BRAND 5073,MARKET 13,"180,594,028"
,,,,,BRAND 5074,MARKET 16,"180,500,204"
,,,,,BRAND 5075,MARKET 15,"180,431,472"
,,,,,BRAND 5076,MARKET 73,"180,289,055"
,,,,,BRAND 5077,MARKET 18,"180,263,772"
,,,,,BRAND 5078,MARKET 161,"180,228,667"
,,,,,BRAND 5079,MARKET 48,"180,118,613"
,,,,,BRAND 5080,MARKET 53,"180,008,582"
,,,,,BRAND 5081,MARKET 42,"179,981,438"
,,,,,BRAND 5082,MARKET 03,"179,878,021"
,,,,,BRAND 5083,MARKET 10,"179,861,880"
,,,,,BRAND 5084,MARKET 27,"179,832,962"
,,,,,BRAND 5085,MARKET 140,"179,742,774"
,,,,,BRAND 5086,MARKET 104,"179,736,390"
,,,,,BRAND 5087,MARKET 10,"179,661,082"
,,,,,BRAND 5088,MARKET 88,"179,661,082"
,,,,,BRAND 5089,MARKET 27,"179,582,832"
,,,,,BRAND 5090,MARKET 11,"179,572,743"
,,,,,BRAND 5091,MARKET 55,"179,507,578"
,,,,,BRAND 5092,MARKET 53,"179,494,881"
,,,,,BRAND 5093,MARKET 08,"179,438,141"
,,,,,BRAND 5094,MARKET 29,"179,430,175"
,,,,,BRAND 5095,MARKET 23,"179,375,400"
,,,,,BRAND 5096,MARKET 72,"179,325,583"
,,,,,BRAND 5097,MARKET 35,"179,320,020"
,,,,,BRAND 5098,MARKET 32,"179,170,623"
,,,,,BRAND 5099,MARKET 52,"179,165,771"
,,,,,BRAND 5100,MARKET 27,"179,042,875"
,,,,,BRAND 5101,MARKET 33,"178,990,560"
,,,,,BRAND 5102,MARKET 100,"178,932,046"
,,,,,BRAND 5103,MARKET 68,"178,793,156"
,,,,,BRAND 5104,MARKET 75,"178,403,254"
,,,,,BRAND 5105,MARKET 09,"178,403,254"
,,,,,BRAND 5106,MARKET 48,"178,364,756"
,,,,,BRAND 5107,MARKET 35,"178,350,984"
,,,,,BRAND 5108,MARKET 18,"178,238,335"
,,,,,BRAND 5109,MARKET 09,"178,071,200"
,,,,,BRAND 5110,MARKET 90,"177,898,378"
,,,,,BRAND 5111,MARKET 13,"177,890,731"
,,,,,BRAND 5112,MARKET 23,"177,782,302"
,,,,,BRAND 5113,MARKET 18,"177,776,194"
,,,,,BRAND 5114,MARKET 32,"177,570,432"
,,,,,BRAND 5115,MARKET 23,"177,445,382"
,,,,,BRAND 5116,MARKET 35,"177,243,564"
,,,,,BRAND 5117,MARKET 17,"177,197,136"
,,,,,BRAND 5118,MARKET 13,"177,187,046"
,,,,,BRAND 5119,MARKET 76,"177,178,825"
,,,,,BRAND 5120,MARKET 33,"177,145,920"
,,,,,BRAND 5121,MARKET 33,"176,914,848"
,,,,,BRAND 5122,MARKET 72,"176,848,332"
,,,,,BRAND 5123,MARKET 115,"176,726,117"
,,,,,BRAND 5124,MARKET 23,"176,607,824"
,,,,,BRAND 5125,MARKET 13,"176,405,910"
,,,,,BRAND 5126,MARKET 115,"176,399,001"
,,,,,BRAND 5127,MARKET 55,"176,363,347"
,,,,,BRAND 5128,MARKET 09,"176,269,080"
,,,,,BRAND 5129,MARKET 09,"176,166,576"
,,,,,BRAND 5130,MARKET 03,"176,163,309"
,,,,,BRAND 5131,MARKET 17,"176,076,296"
,,,,,BRAND 5132,MARKET 23,"176,030,002"
,,,,,BRAND 5133,MARKET 42,"175,995,008"
,,,,,BRAND 5134,MARKET 09,"175,900,088"
,,,,,BRAND 5135,MARKET 08,"175,861,089"
,,,,,BRAND 5136,MARKET 93,"175,611,448"
,,,,,BRAND 5137,MARKET 33,"175,527,475"
,,,,,BRAND 5138,MARKET 32,"175,513,109"
,,,,,BRAND 5139,MARKET 23,"175,449,530"
,,,,,BRAND 5140,MARKET 10,"175,421,376"
,,,,,BRAND 5141,MARKET 30,"175,405,602"
,,,,,BRAND 5142,MARKET 31,"175,399,924"
,,,,,BRAND 5144,MARKET 42,"175,198,950"
,,,,,BRAND 5145,MARKET 89,"175,198,950"
,,,,,BRAND 5146,MARKET 08,"175,176,879"
,,,,,BRAND 5147,MARKET 09,"174,963,712"
,,,,,BRAND 5148,MARKET 13,"174,954,390"
,,,,,BRAND 5149,MARKET 13,"174,907,083"
,,,,,BRAND 5150,MARKET 170,"174,679,317"
,,,,,BRAND 5151,MARKET 15,"174,642,224"
,,,,,BRAND 5152,MARKET 13,"174,585,283"
,,,,,BRAND 5153,MARKET 123,"174,466,753"
,,,,,BRAND 5154,MARKET 23,"174,410,058"
,,,,,BRAND 5155,MARKET 09,"174,364,680"
,,,,,BRAND 5156,MARKET 40,"174,254,472"
,,,,,BRAND 5157,MARKET 13,"174,231,024"
,,,,,BRAND 5158,MARKET 08,"174,115,151"
,,,,,BRAND 5159,MARKET 09,"174,080,013"
,,,,,BRAND 5160,MARKET 108,"173,940,129"
,,,,,BRAND 5161,MARKET 27,"173,733,193"
,,,,,BRAND 5162,MARKET 188,"173,701,083"
,,,,,BRAND 5163,MARKET 03,"173,497,816"
,,,,,BRAND 5164,MARKET 20,"173,472,983"
,,,,,BRAND 5165,MARKET 88,"173,318,204"
,,,,,BRAND 5166,MARKET 99,"173,271,206"
,,,,,BRAND 5167,MARKET 03,"173,228,792"
,,,,,BRAND 5168,MARKET 30,"173,115,407"
,,,,,BRAND 5169,MARKET 48,"172,934,070"
,,,,,BRAND 5170,MARKET 13,"172,884,932"
,,,,,BRAND 5171,MARKET 70,"172,784,880"
,,,,,BRAND 5172,MARKET 88,"172,760,939"
,,,,,BRAND 5173,MARKET 62,"172,675,884"
,,,,,BRAND 5174,MARKET 15,"172,552,955"
,,,,,BRAND 5175,MARKET 09,"172,525,244"
,,,,,BRAND 5176,MARKET 09,"172,487,348"
,,,,,BRAND 5177,MARKET 32,"172,196,977"
,,,,,BRAND 5178,MARKET 76,"172,187,059"
,,,,,BRAND 5179,MARKET 199,"172,111,999"
,,,,,BRAND 5180,MARKET 43,"172,042,002"
,,,,,BRAND 5181,MARKET 30,"172,037,099"
,,,,,BRAND 5182,MARKET 62,"171,890,023"
,,,,,BRAND 5183,MARKET 62,"171,884,378"
,,,,,BRAND 5184,MARKET 08,"171,844,006"
,,,,,BRAND 5185,MARKET 33,"171,840,807"
,,,,,BRAND 5186,MARKET 194,"171,701,640"
,,,,,BRAND 5187,MARKET 46,"171,701,344"
,,,,,BRAND 5188,MARKET 08,"171,577,381"
,,,,,BRAND 5189,MARKET 17,"171,367,380"
,,,,,BRAND 5190,MARKET 23,"171,264,506"
,,,,,BRAND 5191,MARKET 67,"171,261,599"
,,,,,BRAND 5192,MARKET 119,"171,215,084"
,,,,,BRAND 5193,MARKET 09,"171,138,240"
,,,,,BRAND 5194,MARKET 249,"171,061,239"
,,,,,BRAND 5195,MARKET 10,"171,052,116"
,,,,,BRAND 5196,MARKET 99,"170,967,737"
,,,,,BRAND 5197,MARKET 35,"170,821,970"
,,,,,BRAND 5198,MARKET 23,"170,736,552"
,,,,,BRAND 5199,MARKET 37,"170,699,929"
,,,,,BRAND 5200,MARKET 55,"170,672,548"
,,,,,BRAND 5201,MARKET 09,"170,655,660"
,,,,,BRAND 5202,MARKET 170,"170,591,850"
,,,,,BRAND 5203,MARKET 32,"170,408,448"
,,,,,BRAND 5204,MARKET 31,"170,401,263"
,,,,,BRAND 5205,MARKET 30,"170,396,774"
,,,,,BRAND 5206,MARKET 53,"170,396,006"
,,,,,BRAND 5207,MARKET 123,"170,386,638"
,,,,,BRAND 5208,MARKET 30,"170,385,264"
,,,,,BRAND 5209,MARKET 67,"170,270,078"
,,,,,BRAND 5210,MARKET 11,"170,265,309"
,,,,,BRAND 5211,MARKET 54,"170,174,650"
,,,,,BRAND 5212,MARKET 39,"169,978,161"
,,,,,BRAND 5213,MARKET 89,"169,791,246"
,,,,,BRAND 5214,MARKET 32,"169,565,215"
,,,,,BRAND 5215,MARKET 76,"169,423,486"
,,,,,BRAND 5216,MARKET 52,"169,336,244"
,,,,,BRAND 5217,MARKET 09,"169,300,269"
,,,,,BRAND 5218,MARKET 101,"169,248,404"
,,,,,BRAND 5219,MARKET 13,"169,203,034"
,,,,,BRAND 5220,MARKET 23,"169,165,009"
,,,,,BRAND 5221,MARKET 09,"169,086,298"
,,,,,BRAND 5222,MARKET 112,"168,989,520"
,,,,,BRAND 5223,MARKET 119,"168,982,018"
,,,,,BRAND 5224,MARKET 62,"168,965,918"
,,,,,BRAND 5225,MARKET 15,"168,949,883"
,,,,,BRAND 5226,MARKET 102,"168,939,374"
,,,,,BRAND 5227,MARKET 126,"168,803,366"
,,,,,BRAND 5228,MARKET 55,"168,798,275"
,,,,,BRAND 5229,MARKET 102,"168,673,402"
,,,,,BRAND 5230,MARKET 55,"168,666,363"
,,,,,BRAND 5231,MARKET 75,"168,534,397"
,,,,,BRAND 5232,MARKET 09,"168,414,925"
,,,,,BRAND 5233,MARKET 11,"168,346,458"
,,,,,BRAND 5234,MARKET 10,"168,272,163"
,,,,,BRAND 5235,MARKET 09,"168,264,129"
,,,,,BRAND 5236,MARKET 27,"168,237,513"
,,,,,BRAND 5237,MARKET 39,"168,168,349"
,,,,,BRAND 5238,MARKET 29,"167,936,717"
,,,,,BRAND 5239,MARKET 116,"167,889,599"
,,,,,BRAND 5240,MARKET 15,"167,770,008"
,,,,,BRAND 5241,MARKET 19,"167,687,126"
,,,,,BRAND 5242,MARKET 265,"167,580,000"
,,,,,BRAND 5243,MARKET 37,"167,552,942"
,,,,,BRAND 5244,MARKET 23,"167,496,718"
,,,,,BRAND 5245,MARKET 125,"167,432,250"
,,,,,BRAND 5246,MARKET 37,"167,196,161"
,,,,,BRAND 5247,MARKET 23,"167,013,710"
,,,,,BRAND 5248,MARKET 93,"167,003,293"
,,,,,BRAND 5249,MARKET 13,"166,968,675"
,,,,,BRAND 5250,MARKET 156,"166,824,336"
,,,,,BRAND 5251,MARKET 08,"166,437,168"
,,,,,BRAND 5252,MARKET 06,"166,356,566"
,,,,,BRAND 5253,MARKET 08,"166,289,782"
,,,,,BRAND 5254,MARKET 89,"166,230,979"
,,,,,BRAND 5255,MARKET 23,"166,190,130"
,,,,,BRAND 5256,MARKET 18,"166,121,810"
,,,,,BRAND 5257,MARKET 03,"165,896,451"
,,,,,BRAND 5258,MARKET 23,"165,749,526"
,,,,,BRAND 5259,MARKET 09,"165,718,915"
,,,,,BRAND 5260,MARKET 17,"165,678,591"
,,,,,BRAND 5261,MARKET 03,"165,460,360"
,,,,,BRAND 5262,MARKET 33,"165,320,766"
,,,,,BRAND 5263,MARKET 106,"165,283,895"
,,,,,BRAND 5264,MARKET 10,"165,211,200"
,,,,,BRAND 5265,MARKET 89,"165,165,763"
,,,,,BRAND 5266,MARKET 35,"165,062,542"
,,,,,BRAND 5267,MARKET 34,"164,992,968"
,,,,,BRAND 5268,MARKET 03,"164,984,149"
,,,,,BRAND 5269,MARKET 03,"164,707,852"
,,,,,BRAND 5270,MARKET 173,"164,654,438"
,,,,,BRAND 5271,MARKET 15,"164,580,348"
,,,,,BRAND 5272,MARKET 13,"164,533,679"
,,,,,BRAND 5273,MARKET 101,"164,483,050"
,,,,,BRAND 5274,MARKET 34,"164,478,375"
,,,,,BRAND 5275,MARKET 70,"164,468,246"
,,,,,BRAND 5276,MARKET 03,"164,398,374"
,,,,,BRAND 5277,MARKET 09,"164,395,289"
,,,,,BRAND 5278,MARKET 100,"164,380,123"
,,,,,BRAND 5279,MARKET 166,"164,149,896"
,,,,,BRAND 5280,MARKET 187,"164,086,471"
,,,,,BRAND 5281,MARKET 13,"164,053,210"
,,,,,BRAND 5282,MARKET 08,"164,028,843"
,,,,,BRAND 5283,MARKET 09,"163,878,913"
,,,,,BRAND 5284,MARKET 75,"163,841,152"
,,,,,BRAND 5286,MARKET 23,"163,835,263"
,,,,,BRAND 5287,MARKET 08,"163,628,394"
,,,,,BRAND 5288,MARKET 88,"163,500,574"
,,,,,BRAND 5289,MARKET 75,"163,468,410"
,,,,,BRAND 5290,MARKET 11,"163,280,832"
,,,,,BRAND 5291,MARKET 106,"163,170,139"
,,,,,BRAND 5292,MARKET 55,"163,093,928"
,,,,,BRAND 5293,MARKET 181,"163,020,060"
,,,,,BRAND 5294,MARKET 37,"162,817,960"
,,,,,BRAND 5295,MARKET 11,"162,742,249"
,,,,,BRAND 5296,MARKET 15,"162,619,579"
,,,,,BRAND 5297,MARKET 03,"162,368,514"
,,,,,BRAND 5298,MARKET 09,"162,246,000"
,,,,,BRAND 5299,MARKET 09,"162,018,293"
,,,,,BRAND 5300,MARKET 126,"161,755,284"
,,,,,BRAND 5301,MARKET 17,"161,750,417"
,,,,,BRAND 5302,MARKET 23,"161,624,915"
,,,,,BRAND 5303,MARKET 27,"161,467,410"
,,,,,BRAND 5304,MARKET 31,"161,454,575"
,,,,,BRAND 5305,MARKET 23,"161,379,254"
,,,,,BRAND 5306,MARKET 23,"160,908,361"
,,,,,BRAND 5307,MARKET 88,"160,847,914"
,,,,,BRAND 5308,MARKET 15,"160,803,231"
,,,,,BRAND 5309,MARKET 55,"160,760,262"
,,,,,BRAND 5310,MARKET 33,"160,458,435"
,,,,,BRAND 5311,MARKET 10,"160,428,240"
